Dex,Name,Type,Generation,Total,HP,Attack,Defense,SpAtk,SpDef,Speed
0467,Magmortar,Fire,4,540,75,95,67,125,95,83
0468,Togekiss,Fairy Flying,4,545,85,50,95,120,115,80
0469,Yanmega,Bug Flying,4,515,86,76,86,116,56,95
0470,Leafeon,Grass,4,525,65,110,130,60,65,95
0471,Glaceon,Ice,4,525,65,60,110,130,95,65
0472,Gliscor,Ground Flying,4,510,75,95,125,45,75,95
0473,Mamoswine,Ice Ground,4,530,110,130,80,70,60,80
0474,Porygon-Z,Normal,4,535,85,80,70,135,75,90
0475,Gallade,Psychic Fighting,4,518,68,125,65,65,115,80
0475,Gallade Mega Gallade,Psychic Fighting,4,618,68,165,95,65,115,110
0476,Probopass,Rock Steel,4,525,60,55,145,75,150,40
0477,Dusknoir,Ghost,4,525,45,100,135,65,135,45
0478,Froslass,Ice Ghost,4,480,70,80,70,80,70,110
0479,Rotom,Electric Ghost,4,440,50,50,77,95,77,91
0479,Rotom Heat Rotom,Electric Fire,4,520,50,65,107,105,107,86
0479,Rotom Wash Rotom,Electric Water,4,520,50,65,107,105,107,86
0479,Rotom Frost Rotom,Electric Ice,4,520,50,65,107,105,107,86
0479,Rotom Fan Rotom,Electric Flying,4,520,50,65,107,105,107,86
0479,Rotom Mow Rotom,Electric Grass,4,520,50,65,107,105,107,86
0480,Uxie,Psychic,4,580,75,75,130,75,130,95
0481,Mesprit,Psychic,4,580,80,105,105,105,105,80
0482,Azelf,Psychic,4,580,75,125,70,125,70,115
0483,Dialga,Steel Dragon,4,680,100,120,120,150,100,90
0483,Dialga Origin Forme,Steel Dragon,4,680,100,100,120,150,120,90
0484,Palkia,Water Dragon,4,680,90,120,100,150,120,100
0484,Palkia Origin Forme,Water Dragon,4,680,90,100,100,150,120,120
0485,Heatran,Fire Steel,4,600,91,90,106,130,106,77
0486,Regigigas,Normal,4,670,110,160,110,80,110,100
0487,Giratina Altered Forme,Ghost Dragon,4,680,150,100,120,100,120,90
0487,Giratina Origin Forme,Ghost Dragon,4,680,150,120,100,120,100,90
0488,Cresselia,Psychic,4,580,120,70,110,75,120,85
0489,Phione,Water,4,480,80,80,80,80,80,80
0490,Manaphy,Water,4,600,100,100,100,100,100,100
0491,Darkrai,Dark,4,600,70,90,90,135,90,125
0492,Shaymin Land Forme,Grass,4,600,100,100,100,100,100,100
0492,Shaymin Sky Forme,Grass Flying,4,600,100,103,75,120,75,127
0493,Arceus,Normal,4,720,120,120,120,120,120,120
