Dex,Name,Type,Generation,Total,HP,Attack,Defense,SpAtk,SpDef,Speed
0041,Zubat,Poison Flying,1,245,40,45,35,30,40,55
0042,Golbat,Poison Flying,1,455,75,80,70,65,75,90
0043,Oddish,Grass Poison,1,320,45,50,55,75,65,30
0044,Gloom,Grass Poison,1,395,60,65,70,85,75,40
0045,Vileplume,Grass Poison,1,490,75,80,85,110,90,50
0046,Paras,Bug Grass,1,285,35,70,55,45,55,25
0047,Parasect,Bug Grass,1,405,60,95,80,60,80,30
0048,Venonat,Bug Poison,1,305,60,55,50,40,55,45
0049,Venomoth,Bug Poison,1,450,70,65,60,90,75,90
0050,Diglett,Ground,1,265,10,55,25,35,45,95
0050,Diglett Alolan Diglett,Ground Steel,1,265,10,55,30,35,45,90
0051,Dugtrio,Ground,1,425,35,100,50,50,70,120
0051,Dugtrio Alolan Dugtrio,Ground Steel,1,425,35,100,60,50,70,110
0052,Meowth,Normal,1,290,40,45,35,40,40,90
0052,Meowth Alolan Meowth,Dark,1,290,40,35,35,50,40,90
0052,Meowth Galarian Meowth,Steel,1,290,50,65,55,40,40,40
0053,Persian,Normal,1,440,65,70,60,65,65,115
0053,Persian Alolan Persian,Dark,1,440,65,60,60,75,65,115
0054,Psyduck,Water,1,320,50,52,48,65,50,55
0055,Golduck,Water,1,500,80,82,78,95,80,85
0056,Mankey,Fighting,1,305,40,80,35,35,45,70
0057,Primeape,Fighting,1,455,65,105,60,60,70,95
0058,Growlithe,Fire,1,350,55,70,45,70,50,60
0058,Growlithe Hisuian Growlithe,Fire Rock,1,350,60,75,45,65,50,55
0059,Arcanine,Fire,1,555,90,110,80,100,80,95
0059,Arcanine Hisuian Arcanine,Fire Rock,1,555,95,115,80,95,80,90
0060,Poliwag,Water,1,300,40,50,40,40,40,90
0061,Poliwhirl,Water,1,385,65,65,65,50,50,90
0062,Poliwrath,Water Fighting,1,510,90,95,95,70,90,70
0063,Abra,Psychic,1,310,25,20,15,105,55,90
0064,Kadabra,Psychic,1,400,40,35,30,120,70,105
0065,Alakazam,Psychic,1,500,55,50,45,135,95,120
0065,Alakazam Mega Alakazam,Psychic,1,600,55,50,65,175,105,150
0066,Machop,Fighting,1,305,70,80,50,35,35,35
0067,Machoke,Fighting,1,405,80,100,70,50,60,45
0068,Machamp,Fighting,1,505,90,130,80,65,85,55
0069,Bellsprout,Grass Poison,1,300,50,75,35,70,30,40
0070,Weepinbell,Grass Poison,1,390,65,90,50,85,45,55
0071,Victreebel,Grass Poison,1,490,80,105,65,100,70,70
0071,Victreebel Mega Victreebel,Grass Poison,1,590,80,125,85,135,95,70
0072,Tentacool,Water Poison,1,335,40,40,35,50,100,70
0073,Tentacruel,Water Poison,1,515,80,70,65,80,120,100
0074,Geodude,Rock Ground,1,300,40,80,100,30,30,20
0074,Geodude Alolan Geodude,Rock Electric,1,300,40,80,100,30,30,20
0075,Graveler,Rock Ground,1,390,55,95,115,45,45,35
0075,Graveler Alolan Graveler,Rock Electric,1,390,55,95,115,45,45,35
0076,Golem,Rock Ground,1,495,80,120,130,55,65,45
0076,Golem Alolan Golem,Rock Electric,1,495,80,120,130,55,65,45
0077,Ponyta,Fire,1,410,50,85,55,65,65,90
0077,Ponyta Galarian Ponyta,Psychic,1,410,50,85,55,65,65,90
0078,Rapidash,Fire,1,500,65,100,70,80,80,105
0078,Rapidash Galarian Rapidash,Psychic Fairy,1,500,65,100,70,80,80,105
0079,Slowpoke,Water Psychic,1,315,90,65,65,40,40,15
0079,Slowpoke Galarian Slowpoke,Psychic,1,315,90,65,65,40,40,15
0080,Slowbro,Water Psychic,1,490,95,75,110,100,80,30
0080,Slowbro Mega Slowbro,Water Psychic,1,590,95,75,180,130,80,30
0080,Slowbro Galarian Slowbro,Poison Psychic,1,490,95,100,95,100,70,30
0081,Magnemite,Electric Steel,1,325,25,35,70,95,55,45
0082,Magneton,Electric Steel,1,465,50,60,95,120,70,70
0083,Farfetch'd,Normal Flying,1,377,52,90,55,58,62,60
0083,Farfetch'd Galarian Farfetch'd,Fighting,1,377,52,95,55,58,62,55
0084,Doduo,Normal Flying,1,310,35,85,45,35,35,75
0085,Dodrio,Normal Flying,1,470,60,110,70,60,60,110
0086,Seel,Water,1,325,65,45,55,45,70,45
0087,Dewgong,Water Ice,1,475,90,70,80,70,95,70
0088,Grimer,Poison,1,325,80,80,50,40,50,25
0088,Grimer Alolan Grimer,Poison Dark,1,325,80,80,50,40,50,25
0089,Muk,Poison,1,500,105,105,75,65,100,50
0089,Muk Alolan Muk,Poison Dark,1,500,105,105,75,65,100,50
0090,Shellder,Water,1,305,30,65,100,45,25,40
0091,Cloyster,Water Ice,1,525,50,95,180,85,45,70
0092,Gastly,Ghost Poison,1,310,30,35,30,100,35,80
0093,Haunter,Ghost Poison,1,405,45,50,45,115,55,95
0094,Gengar,Ghost Poison,1,500,60,65,60,130,75,110
0094,Gengar Mega Gengar,Ghost Poison,1,600,60,65,80,170,95,130
0095,Onix,Rock Ground,1,385,35,45,160,30,45,70
0096,Drowzee,Psychic,1,328,60,48,45,43,90,42
0097,Hypno,Psychic,1,483,85,73,70,73,115,67
0098,Krabby,Water,1,325,30,105,90,25,25,50
0099,Kingler,Water,1,475,55,130,115,50,50,75
0100,Voltorb,Electric,1,330,40,30,50,55,55,100
0100,Voltorb Hisuian Voltorb,Electric Grass,1,330,40,30,50,55,55,100
0101,Electrode,Electric,1,490,60,50,70,80,80,150
0101,Electrode Hisuian Electrode,Electric Grass,1,490,60,50,70,80,80,150
0102,Exeggcute,Grass Psychic,1,325,60,40,80,60,45,40
0103,Exeggutor,Grass Psychic,1,530,95,95,85,125,75,55
0103,Exeggutor Alolan Exeggutor,Grass Dragon,1,530,95,105,85,125,75,45
0104,Cubone,Ground,1,320,50,50,95,40,50,35
0105,Marowak,Ground,1,425,60,80,110,50,80,45
0105,Marowak Alolan Marowak,Fire Ghost,1,425,60,80,110,50,80,45
0106,Hitmonlee,Fighting,1,455,50,120,53,35,110,87
0107,Hitmonchan,Fighting,1,455,50,105,79,35,110,76
0108,Lickitung,Normal,1,385,90,55,75,60,75,30
0109,Koffing,Poison,1,340,40,65,95,60,45,35
0110,Weezing,Poison,1,490,65,90,120,85,70,60
0110,Weezing Galarian Weezing,Poison Fairy,1,490,65,90,120,85,70,60
0111,Rhyhorn,Ground Rock,1,345,80,85,95,30,30,25
0112,Rhydon,Ground Rock,1,485,105,130,120,45,45,40
0113,Chansey,Normal,1,450,250,5,5,35,105,50
0114,Tangela,Grass,1,435,65,55,115,100,40,60
0115,Kangaskhan,Normal,1,490,105,95,80,40,80,90
0115,Kangaskhan Mega Kangaskhan,Normal,1,590,105,125,100,60,100,100
0116,Horsea,Water,1,295,30,40,70,70,25,60
0117,Seadra,Water,1,440,55,65,95,95,45,85
0118,Goldeen,Water,1,320,45,67,60,35,50,63
0119,Seaking,Water,1,450,80,92,65,65,80,68
0120,Staryu,Water,1,340,30,45,55,70,55,85
0121,Starmie,Water Psychic,1,520,60,75,85,100,85,115
0122,Mr. Mime,Psychic Fairy,1,460,40,45,65,100,120,90
0122,Mr. Mime Galarian Mr. Mime,Ice Psychic,1,460,50,65,65,90,90,100
0123,Scyther,Bug Flying,1,500,70,110,80,55,80,105
0124,Jynx,Ice Psychic,1,455,65,50,35,115,95,95
0125,Electabuzz,Electric,1,490,65,83,57,95,85,105
0126,Magmar,Fire,1,495,65,95,57,100,85,93
0127,Pinsir,Bug,1,500,65,125,100,55,70,85
0127,Pinsir Mega Pinsir,Bug Flying,1,600,65,155,120,65,90,105
0128,Tauros,Normal,1,490,75,100,95,40,70,110
0128,Tauros Combat Breed,Fighting,1,490,75,110,105,30,70,100
0128,Tauros Blaze Breed,Fighting Fire,1,490,75,110,105,30,70,100
0128,Tauros Aqua Breed,Fighting Water,1,490,75,110,105,30,70,100
0129,Magikarp,Water,1,200,20,10,55,15,20,80
0130,Gyarados,Water Flying,1,540,95,125,79,60,100,81
0130,Gyarados Mega Gyarados,Water Dark,1,640,95,155,109,70,130,81
0131,Lapras,Water Ice,1,535,130,85,80,85,95,60
0132,Ditto,Normal,1,288,48,48,48,48,48,48
0133,Eevee,Normal,1,325,55,55,50,45,65,55
0133,Eevee Partner Eevee,Normal,1,435,65,75,70,65,85,75
0134,Vaporeon,Water,1,525,130,65,60,110,95,65
0135,Jolteon,Electric,1,525,65,65,60,110,95,130
0136,Flareon,Fire,1,525,65,130,60,95,110,65
0137,Porygon,Normal,1,395,65,60,70,85,75,40
0138,Omanyte,Rock Water,1,355,35,40,100,90,55,35
0139,Omastar,Rock Water,1,495,70,60,125,115,70,55
0140,Kabuto,Rock Water,1,355,30,80,90,55,45,55
0141,Kabutops,Rock Water,1,495,60,115,105,65,70,80
0142,Aerodactyl,Rock Flying,1,515,80,105,65,60,75,130
0142,Aerodactyl Mega Aerodactyl,Rock Flying,1,615,80,135,85,70,95,150
0143,Snorlax,Normal,1,540,160,110,65,65,110,30
0144,Articuno,Ice Flying,1,580,90,85,100,95,125,85
0144,Articuno Galarian Articuno,Psychic Flying,1,580,90,85,85,125,100,95
0145,Zapdos,Electric Flying,1,580,90,90,85,125,90,100
0145,Zapdos Galarian Zapdos,Fighting Flying,1,580,90,125,90,85,90,100
0146,Moltres,Fire Flying,1,580,90,100,90,125,85,90
0146,Moltres Galarian Moltres,Dark Flying,1,580,90,85,90,100,125,90
0147,Dratini,Dragon,1,300,41,64,45,50,50,50
0148,Dragonair,Dragon,1,420,61,84,65,70,70,70
0149,Dragonite,Dragon Flying,1,600,91,134,95,100,100,80
0149,Dragonite Mega Dragonite,Dragon Flying,1,700,91,124,115,145,125,100
0150,Mewtwo,Psychic,1,680,106,110,90,154,90,130
0150,Mewtwo Mega Mewtwo X,Psychic Fighting,1,780,106,190,100,154,100,130
0150,Mewtwo Mega Mewtwo Y,Psychic,1,780,106,150,70,194,120,140
0151,Mew,Psychic,1,600,100,100,100,100,100,100
0152,Chikorita,Grass,2,318,45,49,65,49,65,45
0153,Bayleef,Grass,2,405,60,62,80,63,80,60
0154,Meganium,Grass,2,525,80,82,100,83,100,80
0155,Cyndaquil,Fire,2,309,39,52,43,60,50,65
0156,Quilava,Fire,2,405,58,64,58,80,65,80
0157,Typhlosion,Fire,2,534,78,84,78,109,85,100
0157,Typhlosion Hisuian Typhlosion,Fire Ghost,2,534,73,84,78,119,85,95
0158,Totodile,Water,2,314,50,65,64,44,48,43
0159,Croconaw,Water,2,405,65,80,80,59,63,58
0160,Feraligatr,Water,2,530,85,105,100,79,83,78
0161,Sentret,Normal,2,215,35,46,34,35,45,20
0162,Furret,Normal,2,415,85,76,64,45,55,90
0163,Hoothoot,Normal Flying,2,262,60,30,30,36,56,50
0164,Noctowl,Normal Flying,2,452,100,50,50,86,96,70
0165,Ledyba,Bug Flying,2,265,40,20,30,40,80,55
0166,Ledian,Bug Flying,2,390,55,35,50,55,110,85
0167,Spinarak,Bug Poison,2,250,40,60,40,40,40,30
0168,Ariados,Bug Poison,2,400,70,90,70,60,70,40
0169,Crobat,Poison Flying,2,535,85,90,80,70,80,130
0170,Chinchou,Water Electric,2,330,75,38,38,56,56,67
0171,Lanturn,Water Electric,2,460,125,58,58,76,76,67
0172,Pichu,Electric,2,205,20,40,15,35,35,60
0173,Cleffa,Fairy,2,218,50,25,28,45,55,15
0174,Igglybuff,Normal Fairy,2,210,90,30,15,40,20,15
0175,Togepi,Fairy,2,245,35,20,65,40,65,20
0176,Togetic,Fairy Flying,2,405,55,40,85,80,105,40
0177,Natu,Psychic Flying,2,320,40,50,45,70,45,70
0178,Xatu,Psychic Flying,2,470,65,75,70,95,70,95
0179,Mareep,Electric,2,280,55,40,40,65,45,35
0180,Flaaffy,Electric,2,365,70,55,55,80,60,45
0181,Ampharos,Electric,2,510,90,75,85,115,90,55
0181,Ampharos Mega Ampharos,Electric Dragon,2,610,90,95,105,165,110,45
0182,Bellossom,Grass,2,490,75,80,95,90,100,50
0183,Marill,Water Fairy,2,250,70,20,50,20,50,40
0184,Azumarill,Water Fairy,2,420,100,50,80,60,80,50
0185,Sudowoodo,Rock,2,410,70,100,115,30,65,30
0186,Politoed,Water,2,500,90,75,75,90,100,70
0187,Hoppip,Grass Flying,2,250,35,35,40,35,55,50
0188,Skiploom,Grass Flying,2,340,55,45,50,45,65,80
0189,Jumpluff,Grass Flying,2,460,75,55,70,55,95,110
0190,Aipom,Normal,2,360,55,70,55,40,55,85
0191,Sunkern,Grass,2,180,30,30,30,30,30,30
0192,Sunflora,Grass,2,425,75,75,55,105,85,30
0193,Yanma,Bug Flying,2,390,65,65,45,75,45,95
0194,Wooper,Water Ground,2,210,55,45,45,25,25,15
0194,Wooper Paldean Wooper,Poison Ground,2,210,55,45,45,25,25,15
0195,Quagsire,Water Ground,2,430,95,85,85,65,65,35
0196,Espeon,Psychic,2,525,65,65,60,130,95,110
0197,Umbreon,Dark,2,525,95,65,110,60,130,65
0198,Murkrow,Dark Flying,2,405,60,85,42,85,42,91
0199,Slowking,Water Psychic,2,490,95,75,80,100,110,30
0199,Slowking Galarian Slowking,Poison Psychic,2,490,95,65,80,110,110,30
0200,Misdreavus,Ghost,2,435,60,60,60,85,85,85
0201,Unown,Psychic,2,336,48,72,48,72,48,48
0202,Wobbuffet,Psychic,2,405,190,33,58,33,58,33
0203,Girafarig,Normal Psychic,2,455,70,80,65,90,65,85
0204,Pineco,Bug,2,290,50,65,90,35,35,15
0205,Forretress,Bug Steel,2,465,75,90,140,60,60,40
0206,Dunsparce,Normal,2,415,100,70,70,65,65,45
0207,Gligar,Ground Flying,2,430,65,75,105,35,65,85
0208,Steelix,Steel Ground,2,510,75,85,200,55,65,30
0208,Steelix Mega Steelix,Steel Ground,2,610,75,125,230,55,95,30
0209,Snubbull,Fairy,2,300,60,80,50,40,40,30
0210,Granbull,Fairy,2,450,90,120,75,60,60,45
0211,Qwilfish,Water Poison,2,440,65,95,85,55,55,85
0211,Qwilfish Hisuian Qwilfish,Dark Poison,2,440,65,95,85,55,55,85
0212,Scizor,Bug Steel,2,500,70,130,100,55,80,65
0212,Scizor Mega Scizor,Bug Steel,2,600,70,150,140,65,100,75
0213,Shuckle,Bug Rock,2,505,20,10,230,10,230,5
0214,Heracross,Bug Fighting,2,500,80,125,75,40,95,85
0214,Heracross Mega Heracross,Bug Fighting,2,600,80,185,115,40,105,75
0215,Sneasel,Dark Ice,2,430,55,95,55,35,75,115
0215,Sneasel Hisuian Sneasel,Fighting Poison,2,430,55,95,55,35,75,115
0216,Teddiursa,Normal,2,330,60,80,50,50,50,40
0217,Ursaring,Normal,2,500,90,130,75,75,75,55
0218,Slugma,Fire,2,250,40,40,40,70,40,20
0219,Magcargo,Fire Rock,2,430,60,50,120,90,80,30
0220,Swinub,Ice Ground,2,250,50,50,40,30,30,50
0221,Piloswine,Ice Ground,2,450,100,100,80,60,60,50
0222,Corsola,Water Rock,2,410,65,55,95,65,95,35
0222,Corsola Galarian Corsola,Ghost,2,410,60,55,100,65,100,30
0223,Remoraid,Water,2,300,35,65,35,65,35,65
0224,Octillery,Water,2,480,75,105,75,105,75,45
0225,Delibird,Ice Flying,2,330,45,55,45,65,45,75
0226,Mantine,Water Flying,2,485,85,40,70,80,140,70
0227,Skarmory,Steel Flying,2,465,65,80,140,40,70,70
0228,Houndour,Dark Fire,2,330,45,60,30,80,50,65
0229,Houndoom,Dark Fire,2,500,75,90,50,110,80,95
0229,Houndoom Mega Houndoom,Dark Fire,2,600,75,90,90,140,90,115
0230,Kingdra,Water Dragon,2,540,75,95,95,95,95,85
0231,Phanpy,Ground,2,330,90,60,60,40,40,40
0232,Donphan,Ground,2,500,90,120,120,60,60,50
0233,Porygon2,Normal,2,515,85,80,90,105,95,60
0234,Stantler,Normal,2,465,73,95,62,85,65,85
0235,Smeargle,Normal,2,250,55,20,35,20,45,75
0236,Tyrogue,Fighting,2,210,35,35,35,35,35,35
0237,Hitmontop,Fighting,2,455,50,95,95,35,110,70
0238,Smoochum,Ice Psychic,2,305,45,30,15,85,65,65
0239,Elekid,Electric,2,360,45,63,37,65,55,95
0240,Magby,Fire,2,365,45,75,37,70,55,83
0241,Miltank,Normal,2,490,95,80,105,40,70,100
0242,Blissey,Normal,2,540,255,10,10,75,135,55
0243,Raikou,Electric,2,580,90,85,75,115,100,115
0244,Entei,Fire,2,580,115,115,85,90,75,100
0245,Suicune,Water,2,580,100,75,115,90,115,85
0246,Larvitar,Rock Ground,2,300,50,64,50,45,50,41
0247,Pupitar,Rock Ground,2,410,70,84,70,65,70,51
0248,Tyranitar,Rock Dark,2,600,100,134,110,95,100,61
0248,Tyranitar Mega Tyranitar,Rock Dark,2,700,100,164,150,95,120,71
0249,Lugia,Psychic Flying,2,680,106,90,130,90,154,110
0250,Ho-oh,Fire Flying,2,680,106,130,90,110,154,90
0251,Celebi,Psychic Grass,2,600,100,100,100,100,100,100
0252,Treecko,Grass,3,310,40,45,35,65,55,70
0253,Grovyle,Grass,3,405,50,65,45,85,65,95
0254,Sceptile,Grass,3,530,70,85,65,105,85,120
0254,Sceptile Mega Sceptile,Grass Dragon,3,630,70,110,75,145,85,145
0255,Torchic,Fire,3,310,45,60,40,70,50,45
0256,Combusken,Fire Fighting,3,405,60,85,60,85,60,55
0257,Blaziken,Fire Fighting,3,530,80,120,70,110,70,80
0257,Blaziken Mega Blaziken,Fire Fighting,3,630,80,160,80,130,80,100
0258,Mudkip,Water,3,310,50,70,50,50,50,40
0259,Marshtomp,Water Ground,3,405,70,85,70,60,70,50
0260,Swampert,Water Ground,3,535,100,110,90,85,90,60
0260,Swampert Mega Swampert,Water Ground,3,635,100,150,110,95,110,70
0261,Poochyena,Dark,3,220,35,55,35,30,30,35
0262,Mightyena,Dark,3,420,70,90,70,60,60,70
0263,Zigzagoon,Normal,3,240,38,30,41,30,41,60
0263,Zigzagoon Galarian Zigzagoon,Dark Normal,3,240,38,30,41,30,41,60
0264,Linoone,Normal,3,420,78,70,61,50,61,100
0264,Linoone Galarian Linoone,Dark Normal,3,420,78,70,61,50,61,100
0265,Wurmple,Bug,3,195,45,45,35,20,30,20
0266,Silcoon,Bug,3,205,50,35,55,25,25,15
0267,Beautifly,Bug Flying,3,395,60,70,50,100,50,65
0268,Cascoon,Bug,3,205,50,35,55,25,25,15
0269,Dustox,Bug Poison,3,385,60,50,70,50,90,65
0270,Lotad,Water Grass,3,220,40,30,30,40,50,30
0271,Lombre,Water Grass,3,340,60,50,50,60,70,50
0272,Ludicolo,Water Grass,3,480,80,70,70,90,100,70
0273,Seedot,Grass,3,220,40,40,50,30,30,30
0274,Nuzleaf,Grass Dark,3,340,70,70,40,60,40,60
0275,Shiftry,Grass Dark,3,480,90,100,60,90,60,80
0276,Taillow,Normal Flying,3,270,40,55,30,30,30,85
0277,Swellow,Normal Flying,3,455,60,85,60,75,50,125
0278,Wingull,Water Flying,3,270,40,30,30,55,30,85
0279,Pelipper,Water Flying,3,440,60,50,100,95,70,65
0280,Ralts,Psychic Fairy,3,198,28,25,25,45,35,40
0281,Kirlia,Psychic Fairy,3,278,38,35,35,65,55,50
0282,Gardevoir,Psychic Fairy,3,518,68,65,65,125,115,80
0282,Gardevoir Mega Gardevoir,Psychic Fairy,3,618,68,85,65,165,135,100
0283,Surskit,Bug Water,3,269,40,30,32,50,52,65
0284,Masquerain,Bug Flying,3,454,70,60,62,100,82,80
0285,Shroomish,Grass,3,295,60,40,60,40,60,35
0286,Breloom,Grass Fighting,3,460,60,130,80,60,60,70
0287,Slakoth,Normal,3,280,60,60,60,35,35,30
0288,Vigoroth,Normal,3,440,80,80,80,55,55,90
0289,Slaking,Normal,3,670,150,160,100,95,65,100
0290,Nincada,Bug Ground,3,266,31,45,90,30,30,40
0291,Ninjask,Bug Flying,3,456,61,90,45,50,50,160
0292,Shedinja,Bug Ghost,3,236,1,90,45,30,30,40
0293,Whismur,Normal,3,240,64,51,23,51,23,28
0294,Loudred,Normal,3,360,84,71,43,71,43,48
0295,Exploud,Normal,3,490,104,91,63,91,73,68
0296,Makuhita,Fighting,3,237,72,60,30,20,30,25
0297,Hariyama,Fighting,3,474,144,120,60,40,60,50
0298,Azurill,Normal Fairy,3,190,50,20,40,20,40,20
0299,Nosepass,Rock,3,375,30,45,135,45,90,30
0300,Skitty,Normal,3,260,50,45,45,35,35,50
0301,Delcatty,Normal,3,400,70,65,65,55,55,90
0302,Sableye,Dark Ghost,3,380,50,75,75,65,65,50
0302,Sableye Mega Sableye,Dark Ghost,3,480,50,85,125,85,115,20
0303,Mawile,Steel Fairy,3,380,50,85,85,55,55,50
0303,Mawile Mega Mawile,Steel Fairy,3,480,50,105,125,55,95,50
0304,Aron,Steel Rock,3,330,50,70,100,40,40,30
0305,Lairon,Steel Rock,3,430,60,90,140,50,50,40
0306,Aggron,Steel Rock,3,530,70,110,180,60,60,50
0306,Aggron Mega Aggron,Steel,3,630,70,140,230,60,80,50
0307,Meditite,Fighting Psychic,3,280,30,40,55,40,55,60
0308,Medicham,Fighting Psychic,3,410,60,60,75,60,75,80
0308,Medicham Mega Medicham,Fighting Psychic,3,510,60,100,85,80,85,100
0309,Electrike,Electric,3,295,40,45,40,65,40,65
0310,Manectric,Electric,3,475,70,75,60,105,60,105
0310,Manectric Mega Manectric,Electric,3,575,70,75,80,135,80,135
0311,Plusle,Electric,3,405,60,50,40,85,75,95
0312,Minun,Electric,3,405,60,40,50,75,85,95
0313,Volbeat,Bug,3,430,65,73,75,47,85,85
0314,Illumise,Bug,3,430,65,47,75,73,85,85
0315,Roselia,Grass Poison,3,400,50,60,45,100,80,65
0316,Gulpin,Poison,3,302,70,43,53,43,53,40
0317,Swalot,Poison,3,467,100,73,83,73,83,55
0318,Carvanha,Water Dark,3,305,45,90,20,65,20,65
0319,Sharpedo,Water Dark,3,460,70,120,40,95,40,95
0319,Sharpedo Mega Sharpedo,Water Dark,3,560,70,140,70,110,65,105
0320,Wailmer,Water,3,400,130,70,35,70,35,60
0321,Wailord,Water,3,500,170,90,45,90,45,60
0322,Numel,Fire Ground,3,305,60,60,40,65,45,35
0323,Camerupt,Fire Ground,3,460,70,100,70,105,75,40
0323,Camerupt Mega Camerupt,Fire Ground,3,560,70,120,100,145,105,20
0324,Torkoal,Fire,3,470,70,85,140,85,70,20
0325,Spoink,Psychic,3,330,60,25,35,70,80,60
0326,Grumpig,Psychic,3,470,80,45,65,90,110,80
0327,Spinda,Normal,3,360,60,60,60,60,60,60
0328,Trapinch,Ground,3,290,45,100,45,45,45,10
0329,Vibrava,Ground Dragon,3,340,50,70,50,50,50,70
0330,Flygon,Ground Dragon,3,520,80,100,80,80,80,100
0331,Cacnea,Grass,3,335,50,85,40,85,40,35
0332,Cacturne,Grass Dark,3,475,70,115,60,115,60,55
0333,Swablu,Normal Flying,3,310,45,40,60,40,75,50
0334,Altaria,Dragon Flying,3,490,75,70,90,70,105,80
0334,Altaria Mega Altaria,Dragon Fairy,3,590,75,110,110,110,105,80
0335,Zangoose,Normal,3,458,73,115,60,60,60,90
0336,Seviper,Poison,3,458,73,100,60,100,60,65
0337,Lunatone,Rock Psychic,3,460,90,55,65,95,85,70
0338,Solrock,Rock Psychic,3,460,90,95,85,55,65,70
0339,Barboach,Water Ground,3,288,50,48,43,46,41,60
0340,Whiscash,Water Ground,3,468,110,78,73,76,71,60
0341,Corphish,Water,3,308,43,80,65,50,35,35
0342,Crawdaunt,Water Dark,3,468,63,120,85,90,55,55
0343,Baltoy,Ground Psychic,3,300,40,40,55,40,70,55
0344,Claydol,Ground Psychic,3,500,60,70,105,70,120,75
0345,Lileep,Rock Grass,3,355,66,41,77,61,87,23
0346,Cradily,Rock Grass,3,495,86,81,97,81,107,43
0347,Anorith,Rock Bug,3,355,45,95,50,40,50,75
0348,Armaldo,Rock Bug,3,495,75,125,100,70,80,45
0349,Feebas,Water,3,200,20,15,20,10,55,80
0350,Milotic,Water,3,540,95,60,79,100,125,81
0351,Castform,Normal,3,420,70,70,70,70,70,70
0351,Castform Sunny Form,Fire,3,420,70,70,70,70,70,70
0351,Castform Rainy Form,Water,3,420,70,70,70,70,70,70
