Dex,Name,Type,Generation,Total,HP,Attack,Defense,SpAtk,SpDef,Speed
0041,Zubat,Poison Flying,1,245,40,45,35,30,40,55
0042,Golbat,Poison Flying,1,455,75,80,70,65,75,90
0043,Oddish,Grass Poison,1,320,45,50,55,75,65,30
0044,Gloom,Grass Poison,1,395,60,65,70,85,75,40
0045,Vileplume,Grass Poison,1,490,75,80,85,110,90,50
0046,Paras,Bug Grass,1,285,35,70,55,45,55,25
0047,Parasect,Bug Grass,1,405,60,95,80,60,80,30
0048,Venonat,Bug Poison,1,305,60,55,50,40,55,45
0049,Venomoth,Bug Poison,1,450,70,65,60,90,75,90
0050,Diglett,Ground,1,265,10,55,25,35,45,95
0050,Diglett Alolan Diglett,Ground Steel,1,265,10,55,30,35,45,90
0051,Dugtrio,Ground,1,425,35,100,50,50,70,120
0051,Dugtrio Alolan Dugtrio,Ground Steel,1,425,35,100,60,50,70,110
0052,Meowth,Normal,1,290,40,45,35,40,40,90
0052,Meowth Alolan Meowth,Dark,1,290,40,35,35,50,40,90
0052,Meowth Galarian Meowth,Steel,1,290,50,65,55,40,40,40
0053,Persian,Normal,1,440,65,70,60,65,65,115
0053,Persian Alolan Persian,Dark,1,440,65,60,60,75,65,115
0054,Psyduck,Water,1,320,50,52,48,65,50,55
0055,Golduck,Water,1,500,80,82,78,95,80,85
0056,Mankey,Fighting,1,305,40,80,35,35,45,70
0057,Primeape,Fighting,1,455,65,105,60,60,70,95
0058,Growlithe,Fire,1,350,55,70,45,70,50,60
0058,Growlithe Hisuian Growlithe,Fire Rock,1,350,60,75,45,65,50,55
0059,Arcanine,Fire,1,555,90,110,80,100,80,95
0059,Arcanine Hisuian Arcanine,Fire Rock,1,555,95,115,80,95,80,90
0060,Poliwag,Water,1,300,40,50,40,40,40,90
0061,Poliwhirl,Water,1,385,65,65,65,50,50,90
0062,Poliwrath,Water Fighting,1,510,90,95,95,70,90,70
0063,Abra,Psychic,1,310,25,20,15,105,55,90
0064,Kadabra,Psychic,1,400,40,35,30,120,70,105
0065,Alakazam,Psychic,1,500,55,50,45,135,95,120
0065,Alakazam Mega Alakazam,Psychic,1,600,55,50,65,175,105,150
0066,Machop,Fighting,1,305,70,80,50,35,35,35
0067,Machoke,Fighting,1,405,80,100,70,50,60,45
0068,Machamp,Fighting,1,505,90,130,80,65,85,55
0069,Bellsprout,Grass Poison,1,300,50,75,35,70,30,40
0070,Weepinbell,Grass Poison,1,390,65,90,50,85,45,55
0071,Victreebel,Grass Poison,1,490,80,105,65,100,70,70
0071,Victreebel Mega Victreebel,Grass Poison,1,590,80,125,85,135,95,70
0072,Tentacool,Water Poison,1,335,40,40,35,50,100,70
0073,Tentacruel,Water Poison,1,515,80,70,65,80,120,100
0074,Geodude,Rock Ground,1,300,40,80,100,30,30,20
0074,Geodude Alolan Geodude,Rock Electric,1,300,40,80,100,30,30,20
0075,Graveler,Rock Ground,1,390,55,95,115,45,45,35
0075,Graveler Alolan Graveler,Rock Electric,1,390,55,95,115,45,45,35
0076,Golem,Rock Ground,1,495,80,120,130,55,65,45
0076,Golem Alolan Golem,Rock Electric,1,495,80,120,130,55,65,45
0077,Ponyta,Fire,1,410,50,85,55,65,65,90
0077,Ponyta Galarian Ponyta,Psychic,1,410,50,85,55,65,65,90
0078,Rapidash,Fire,1,500,65,100,70,80,80,105
0078,Rapidash Galarian Rapidash,Psychic Fairy,1,500,65,100,70,80,80,105
0079,Slowpoke,Water Psychic,1,315,90,65,65,40,40,15
0079,Slowpoke Galarian Slowpoke,Psychic,1,315,90,65,65,40,40,15
0080,Slowbro,Water Psychic,1,490,95,75,110,100,80,30
0080,Slowbro Mega Slowbro,Water Psychic,1,590,95,75,180,130,80,30
0080,Slowbro Galarian Slowbro,Poison Psychic,1,490,95,100,95,100,70,30
0081,Magnemite,Electric Steel,1,325,25,35,70,95,55,45
0082,Magneton,Electric Steel,1,465,50,60,95,120,70,70
0083,Farfetch'd,Normal Flying,1,377,52,90,55,58,62,60
0083,Farfetch'd Galarian Farfetch'd,Fighting,1,377,52,95,55,58,62,55
0084,Doduo,Normal Flying,1,310,35,85,45,35,35,75
0085,Dodrio,Normal Flying,1,470,60,110,70,60,60,110
0086,Seel,Water,1,325,65,45,55,45,70,45
0087,Dewgong,Water Ice,1,475,90,70,80,70,95,70
0088,Grimer,Poison,1,325,80,80,50,40,50,25
0088,Grimer Alolan Grimer,Poison Dark,1,325,80,80,50,40,50,25
0089,Muk,Poison,1,500,105,105,75,65,100,50
0089,Muk Alolan Muk,Poison Dark,1,500,105,105,75,65,100,50
0090,Shellder,Water,1,305,30,65,100,45,25,40
0091,Cloyster,Water Ice,1,525,50,95,180,85,45,70
0092,Gastly,Ghost Poison,1,310,30,35,30,100,35,80
0093,Haunter,Ghost Poison,1,405,45,50,45,115,55,95
0094,Gengar,Ghost Poison,1,500,60,65,60,130,75,110
0094,Gengar Mega Gengar,Ghost Poison,1,600,60,65,80,170,95,130
0095,Onix,Rock Ground,1,385,35,45,160,30,45,70
0096,Drowzee,Psychic,1,328,60,48,45,43,90,42
0097,Hypno,Psychic,1,483,85,73,70,73,115,67
0098,Krabby,Water,1,325,30,105,90,25,25,50
0099,Kingler,Water,1,475,55,130,115,50,50,75
0100,Voltorb,Electric,1,330,40,30,50,55,55,100
0100,Voltorb Hisuian Voltorb,Electric Grass,1,330,40,30,50,55,55,100
0101,Electrode,Electric,1,490,60,50,70,80,80,150
0101,Electrode Hisuian Electrode,Electric Grass,1,490,60,50,70,80,80,150
0102,Exeggcute,Grass Psychic,1,325,60,40,80,60,45,40
0103,Exeggutor,Grass Psychic,1,530,95,95,85,125,75,55
0103,Exeggutor Alolan Exeggutor,Grass Dragon,1,530,95,105,85,125,75,45
0104,Cubone,Ground,1,320,50,50,95,40,50,35
0105,Marowak,Ground,1,425,60,80,110,50,80,45
0105,Marowak Alolan Marowak,Fire Ghost,1,425,60,80,110,50,80,45
0106,Hitmonlee,Fighting,1,455,50,120,53,35,110,87
0107,Hitmonchan,Fighting,1,455,50,105,79,35,110,76
0108,Lickitung,Normal,1,385,90,55,75,60,75,30
0109,Koffing,Poison,1,340,40,65,95,60,45,35
0110,Weezing,Poison,1,490,65,90,120,85,70,60
0110,Weezing Galarian Weezing,Poison Fairy,1,490,65,90,120,85,70,60
0111,Rhyhorn,Ground Rock,1,345,80,85,95,30,30,25
0112,Rhydon,Ground Rock,1,485,105,130,120,45,45,40
0113,Chansey,Normal,1,450,250,5,5,35,105,50
0114,Tangela,Grass,1,435,65,55,115,100,40,60
0115,Kangaskhan,Normal,1,490,105,95,80,40,80,90
0115,Kangaskhan Mega Kangaskhan,Normal,1,590,105,125,100,60,100,100
0116,Horsea,Water,1,295,30,40,70,70,25,60
0117,Seadra,Water,1,440,55,65,95,95,45,85
0118,Goldeen,Water,1,320,45,67,60,35,50,63
0119,Seaking,Water,1,450,80,92,65,65,80,68
0120,Staryu,Water,1,340,30,45,55,70,55,85
0121,Starmie,Water Psychic,1,520,60,75,85,100,85,115
0122,Mr. Mime,Psychic Fairy,1,460,40,45,65,100,120,90
0122,Mr. Mime Galarian Mr. Mime,Ice Psychic,1,460,50,65,65,90,90,100
0123,Scyther,Bug Flying,1,500,70,110,80,55,80,105
0124,Jynx,Ice Psychic,1,455,65,50,35,115,95,95
0125,Electabuzz,Electric,1,490,65,83,57,95,85,105
0126,Magmar,Fire,1,495,65,95,57,100,85,93
0127,Pinsir,Bug,1,500,65,125,100,55,70,85
0127,Pinsir Mega Pinsir,Bug Flying,1,600,65,155,120,65,90,105
0128,Tauros,Normal,1,490,75,100,95,40,70,110
0128,Tauros Combat Breed,Fighting,1,490,75,110,105,30,70,100
0128,Tauros Blaze Breed,Fighting Fire,1,490,75,110,105,30,70,100
0128,Tauros Aqua Breed,Fighting Water,1,490,75,110,105,30,70,100
0129,Magikarp,Water,1,200,20,10,55,15,20,80
0130,Gyarados,Water Flying,1,540,95,125,79,60,100,81
0130,Gyarados Mega Gyarados,Water Dark,1,640,95,155,109,70,130,81
0131,Lapras,Water Ice,1,535,130,85,80,85,95,60
0132,Ditto,Normal,1,288,48,48,48,48,48,48
0133,Eevee,Normal,1,325,55,55,50,45,65,55
0133,Eevee Partner Eevee,Normal,1,435,65,75,70,65,85,75
0134,Vaporeon,Water,1,525,130,65,60,110,95,65
0135,Jolteon,Electric,1,525,65,65,60,110,95,130
0136,Flareon,Fire,1,525,65,130,60,95,110,65
0137,Porygon,Normal,1,395,65,60,70,85,75,40
0138,Omanyte,Rock Water,1,355,35,40,100,90,55,35
0139,Omastar,Rock Water,1,495,70,60,125,115,70,55
0140,Kabuto,Rock Water,1,355,30,80,90,55,45,55
0141,Kabutops,Rock Water,1,495,60,115,105,65,70,80
0142,Aerodactyl,Rock Flying,1,515,80,105,65,60,75,130
0142,Aerodactyl Mega Aerodactyl,Rock Flying,1,615,80,135,85,70,95,150
0143,Snorlax,Normal,1,540,160,110,65,65,110,30
0144,Articuno,Ice Flying,1,580,90,85,100,95,125,85
0144,Articuno Galarian Articuno,Psychic Flying,1,580,90,85,85,125,100,95
0145,Zapdos,Electric Flying,1,580,90,90,85,125,90,100
0145,Zapdos Galarian Zapdos,Fighting Flying,1,580,90,125,90,85,90,100
0146,Moltres,Fire Flying,1,580,90,100,90,125,85,90
0146,Moltres Galarian Moltres,Dark Flying,1,580,90,85,90,100,125,90
0147,Dratini,Dragon,1,300,41,64,45,50,50,50
0148,Dragonair,Dragon,1,420,61,84,65,70,70,70
0149,Dragonite,Dragon Flying,1,600,91,134,95,100,100,80
0149,Dragonite Mega Dragonite,Dragon Flying,1,700,91,124,115,145,125,100
0150,Mewtwo,Psychic,1,680,106,110,90,154,90,130
0150,Mewtwo Mega Mewtwo X,Psychic Fighting,1,780,106,190,100,154,100,130
0150,Mewtwo Mega Mewtwo Y,Psychic,1,780,106,150,70,194,120,140
0151,Mew,Psychic,1,600,100,100,100,100,100,100
