Dex,Name,Type,Generation,Total,HP,Attack,Defense,SpAtk,SpDef,Speed
0852,Clobbopus,Fighting,8,310,50,68,60,50,50,32
0853,Grapploct,Fighting,8,480,80,118,90,70,80,42
0854,Sinistea,Ghost,8,308,40,45,45,74,54,50
0855,Polteageist,Ghost,8,508,60,65,65,134,114,70
0856,Hatenna,Psychic,8,265,42,30,45,56,53,39
0857,Hattrem,Psychic,8,370,57,40,65,86,73,49
0858,Hatterene,Psychic Fairy,8,510,57,90,95,136,103,29
0859,Impidimp,Dark Fairy,8,265,45,45,30,55,40,50
0860,Morgrem,Dark Fairy,8,370,65,60,45,75,55,70
0861,Grimmsnarl,Dark Fairy,8,510,95,120,65,95,75,60
0862,Obstagoon,Dark Normal,8,520,93,90,101,60,81,95
0863,Perrserker,Steel,8,440,70,110,100,50,60,50
0864,Cursola,Ghost,8,510,60,95,50,145,130,30
0865,Sirfetch'd,Fighting,8,507,62,135,95,68,82,65
0866,Mr. Rime,Ice Psychic,8,520,80,85,75,110,100,70
0867,Runerigus,Ground Ghost,8,483,58,95,145,50,105,30
0868,Milcery,Fairy,8,270,45,40,40,50,61,34
0869,Alcremie,Fairy,8,495,65,60,75,110,121,64
0870,Falinks,Fighting,8,470,65,100,100,70,60,75
0871,Pincurchin,Electric,8,435,48,101,95,91,85,15
0872,Snom,Ice Bug,8,185,30,25,35,45,30,20
0873,Frosmoth,Ice Bug,8,475,70,65,60,125,90,65
0874,Stonjourner,Rock,8,470,100,125,135,20,20,70
0875,Eiscue Ice Face,Ice,8,470,75,80,110,65,90,50
0875,Eiscue Noice Face,Ice,8,470,75,80,70,65,50,130
0876,Indeedee Male,Psychic Normal,8,475,60,65,55,105,95,95
0876,Indeedee Female,Psychic Normal,8,475,70,55,65,95,105,85
0877,Morpeko Full Belly Mode,Electric Dark,8,436,58,95,58,70,58,97
0877,Morpeko Hangry Mode,Electric Dark,8,436,58,95,58,70,58,97
0878,Cufant,Steel,8,330,72,80,49,40,49,40
0879,Copperajah,Steel,8,500,122,130,69,80,69,30
0880,Dracozolt,Electric Dragon,8,505,90,100,90,80,70,75
0881,Arctozolt,Electric Ice,8,505,90,100,90,90,80,55
0882,Dracovish,Water Dragon,8,505,90,90,100,70,80,75
0883,Arctovish,Water Ice,8,505,90,90,100,80,90,55
0884,Duraludon,Steel Dragon,8,535,70,95,115,120,50,85
0885,Dreepy,Dragon Ghost,8,270,28,60,30,40,30,82
0886,Drakloak,Dragon Ghost,8,410,68,80,50,60,50,102
0887,Dragapult,Dragon Ghost,8,600,88,120,75,100,75,142
0888,Zacian Hero of Many Battles,Fairy,8,660,92,120,115,80,115,138
0888,Zacian Crowned Sword,Fairy Steel,8,700,92,150,115,80,115,148
0889,Zamazenta Hero of Many Battles,Fighting,8,660,92,120,115,80,115,138
0889,Zamazenta Crowned Shield,Fighting Steel,8,700,92,120,140,80,140,128
0890,Eternatus,Poison Dragon,8,690,140,85,95,145,95,130
0890,Eternatus Eternamax,Poison Dragon,8,1125,255,115,250,125,250,130
0891,Kubfu,Fighting,8,385,60,90,60,53,50,72
0892,Urshifu Single Strike Style,Fighting Dark,8,550,100,130,100,63,60,97
0892,Urshifu Rapid Strike Style,Fighting Water,8,550,100,130,100,63,60,97
0893,Zarude,Dark Grass,8,600,105,120,105,70,95,105
0894,Regieleki,Electric,8,580,80,100,50,100,50,200
0895,Regidrago,Dragon,8,580,200,100,50,100,50,80
0896,Glastrier,Ice,8,580,100,145,130,65,110,30
0897,Spectrier,Ghost,8,580,100,65,60,145,80,130
0898,Calyrex,Psychic Grass,8,500,100,80,80,80,80,80
0898,Calyrex Ice Rider,Psychic Ice,8,680,100,165,150,85,130,50
0898,Calyrex Shadow Rider,Psychic Ghost,8,680,100,85,80,165,100,150
0899,Wyrdeer,Normal Psychic,8,525,103,105,72,105,75,65
0900,Kleavor,Bug Rock,8,500,70,135,95,45,70,85
0901,Ursaluna,Ground Normal,8,550,130,140,105,45,80,50
0901,Ursaluna Bloodmoon,Ground Normal,8,555,113,70,120,135,65,52
0902,Basculegion Male,Water Ghost,8,530,120,112,65,80,75,78
0902,Basculegion Female,Water Ghost,8,530,120,92,65,100,75,78
0903,Sneasler,Fighting Poison,8,510,80,130,60,40,80,120
0904,Overqwil,Dark Poison,8,510,85,115,95,65,65,85
0905,Enamorus Incarnate Forme,Fairy Flying,8,580,74,115,70,135,80,106
0905,Enamorus Therian Forme,Fairy Flying,8,580,74,115,110,135,100,46
