Dex,Name,Type,Generation,Total,HP,Attack,Defense,SpAtk,SpDef,Speed
0300,Skitty,Normal,3,260,50,45,45,35,35,50
0301,Delcatty,Normal,3,400,70,65,65,55,55,90
0302,Sableye,Dark Ghost,3,380,50,75,75,65,65,50
0302,Sableye Mega Sableye,Dark Ghost,3,480,50,85,125,85,115,20
0303,Mawile,Steel Fairy,3,380,50,85,85,55,55,50
0303,Mawile Mega Mawile,Steel Fairy,3,480,50,105,125,55,95,50
0304,Aron,Steel Rock,3,330,50,70,100,40,40,30
0305,Lairon,Steel Rock,3,430,60,90,140,50,50,40
0306,Aggron,Steel Rock,3,530,70,110,180,60,60,50
0306,Aggron Mega Aggron,Steel,3,630,70,140,230,60,80,50
0307,Meditite,Fighting Psychic,3,280,30,40,55,40,55,60
0308,Medicham,Fighting Psychic,3,410,60,60,75,60,75,80
0308,Medicham Mega Medicham,Fighting Psychic,3,510,60,100,85,80,85,100
0309,Electrike,Electric,3,295,40,45,40,65,40,65
0310,Manectric,Electric,3,475,70,75,60,105,60,105
0310,Manectric Mega Manectric,Electric,3,575,70,75,80,135,80,135
0311,Plusle,Electric,3,405,60,50,40,85,75,95
0312,Minun,Electric,3,405,60,40,50,75,85,95
0313,Volbeat,Bug,3,430,65,73,75,47,85,85
0314,Illumise,Bug,3,430,65,47,75,73,85,85
0315,Roselia,Grass Poison,3,400,50,60,45,100,80,65
0316,Gulpin,Poison,3,302,70,43,53,43,53,40
0317,Swalot,Poison,3,467,100,73,83,73,83,55
0318,Carvanha,Water Dark,3,305,45,90,20,65,20,65
0319,Sharpedo,Water Dark,3,460,70,120,40,95,40,95
0319,Sharpedo Mega Sharpedo,Water Dark,3,560,70,140,70,110,65,105
0320,Wailmer,Water,3,400,130,70,35,70,35,60
0321,Wailord,Water,3,500,170,90,45,90,45,60
0322,Numel,Fire Ground,3,305,60,60,40,65,45,35
0323,Camerupt,Fire Ground,3,460,70,100,70,105,75,40
0323,Camerupt Mega Camerupt,Fire Ground,3,560,70,120,100,145,105,20
0324,Torkoal,Fire,3,470,70,85,140,85,70,20
0325,Spoink,Psychic,3,330,60,25,35,70,80,60
0326,Grumpig,Psychic,3,470,80,45,65,90,110,80
0327,Spinda,Normal,3,360,60,60,60,60,60,60
0328,Trapinch,Ground,3,290,45,100,45,45,45,10
0329,Vibrava,Ground Dragon,3,340,50,70,50,50,50,70
0330,Flygon,Ground Dragon,3,520,80,100,80,80,80,100
0331,Cacnea,Grass,3,335,50,85,40,85,40,35
0332,Cacturne,Grass Dark,3,475,70,115,60,115,60,55
0333,Swablu,Normal Flying,3,310,45,40,60,40,75,50
0334,Altaria,Dragon Flying,3,490,75,70,90,70,105,80
0334,Altaria Mega Altaria,Dragon Fairy,3,590,75,110,110,110,105,80
0335,Zangoose,Normal,3,458,73,115,60,60,60,90
0336,Seviper,Poison,3,458,73,100,60,100,60,65
0337,Lunatone,Rock Psychic,3,460,90,55,65,95,85,70
0338,Solrock,Rock Psychic,3,460,90,95,85,55,65,70
0339,Barboach,Water Ground,3,288,50,48,43,46,41,60
0340,Whiscash,Water Ground,3,468,110,78,73,76,71,60
0341,Corphish,Water,3,308,43,80,65,50,35,35
0342,Crawdaunt,Water Dark,3,468,63,120,85,90,55,55
0343,Baltoy,Ground Psychic,3,300,40,40,55,40,70,55
0344,Claydol,Ground Psychic,3,500,60,70,105,70,120,75
0345,Lileep,Rock Grass,3,355,66,41,77,61,87,23
0346,Cradily,Rock Grass,3,495,86,81,97,81,107,43
0347,Anorith,Rock Bug,3,355,45,95,50,40,50,75
0348,Armaldo,Rock Bug,3,495,75,125,100,70,80,45
0349,Feebas,Water,3,200,20,15,20,10,55,80
0350,Milotic,Water,3,540,95,60,79,100,125,81
0351,Castform,Normal,3,420,70,70,70,70,70,70
0351,Castform Sunny Form,Fire,3,420,70,70,70,70,70,70
0351,Castform Rainy Form,Water,3,420,70,70,70,70,70,70
0351,Castform Snowy Form,Ice,3,420,70,70,70,70,70,70
0352,Kecleon,Normal,3,440,60,90,70,60,120,40
0353,Shuppet,Ghost,3,295,44,75,35,63,33,45
0354,Banette,Ghost,3,455,64,115,65,83,63,65
0354,Banette Mega Banette,Ghost,3,555,64,165,75,93,83,75
0355,Duskull,Ghost,3,295,20,40,90,30,90,25
0356,Dusclops,Ghost,3,455,40,70,130,60,130,25
0357,Tropius,Grass Flying,3,460,99,68,83,72,87,51
0358,Chimecho,Psychic,3,455,75,50,80,95,90,65
0359,Absol,Dark,3,465,65,130,60,75,60,75
0359,Absol Mega Absol,Dark,3,565,65,150,60,115,60,115
0360,Wynaut,Psychic,3,260,95,23,48,23,48,23
0361,Snorunt,Ice,3,300,50,50,50,50,50,50
0362,Glalie,Ice,3,480,80,80,80,80,80,80
0362,Glalie Mega Glalie,Ice,3,580,80,120,80,120,80,100
0363,Spheal,Ice Water,3,290,70,40,50,55,50,25
0364,Sealeo,Ice Water,3,410,90,60,70,75,70,45
0365,Walrein,Ice Water,3,530,110,80,90,95,90,65
0366,Clamperl,Water,3,345,35,64,85,74,55,32
0367,Huntail,Water,3,485,55,104,105,94,75,52
0368,Gorebyss,Water,3,485,55,84,105,114,75,52
0369,Relicanth,Water Rock,3,485,100,90,130,45,65,55
0370,Luvdisc,Water,3,330,43,30,55,40,65,97
0371,Bagon,Dragon,3,300,45,75,60,40,30,50
0372,Shelgon,Dragon,3,420,65,95,100,60,50,50
0373,Salamence,Dragon Flying,3,600,95,135,80,110,80,100
0373,Salamence Mega Salamence,Dragon Flying,3,700,95,145,130,120,90,120
0374,Beldum,Steel Psychic,3,300,40,55,80,35,60,30
0375,Metang,Steel Psychic,3,420,60,75,100,55,80,50
0376,Metagross,Steel Psychic,3,600,80,135,130,95,90,70
0376,Metagross Mega Metagross,Steel Psychic,3,700,80,145,150,105,110,110
0377,Regirock,Rock,3,580,80,100,200,50,100,50
0378,Regice,Ice,3,580,80,50,100,100,200,50
0379,Registeel,Steel,3,580,80,75,150,75,150,50
0380,Latias,Dragon Psychic,3,600,80,80,90,110,130,110
0380,Latias Mega Latias,Dragon Psychic,3,700,80,100,120,140,150,110
0381,Latios,Dragon Psychic,3,600,80,90,80,130,110,110
0381,Latios Mega Latios,Dragon Psychic,3,700,80,130,100,160,120,110
0382,Kyogre,Water,3,670,100,100,90,150,140,90
0382,Kyogre Primal Kyogre,Water,3,770,100,150,90,180,160,90
0383,Groudon,Ground,3,670,100,150,140,100,90,90
0383,Groudon Primal Groudon,Ground Fire,3,770,100,180,160,150,90,90
0384,Rayquaza,Dragon Flying,3,680,105,150,90,150,90,95
0384,Rayquaza Mega Rayquaza,Dragon Flying,3,780,105,180,100,180,100,115
0385,Jirachi,Steel Psychic,3,600,100,100,100,100,100,100
0386,Deoxys Normal Forme,Psychic,3,600,50,150,50,150,50,150
0386,Deoxys Attack Forme,Psychic,3,600,50,180,20,180,20,150
0386,Deoxys Defense Forme,Psychic,3,600,50,70,160,70,160,90
0386,Deoxys Speed Forme,Psychic,3,600,50,95,90,95,90,180
