Dex,Name,Type,Generation,Total,HP,Attack,Defense,SpAtk,SpDef,Speed
0214,Heracross,Bug Fighting,2,500,80,125,75,40,95,85
0214,Heracross Mega Heracross,Bug Fighting,2,600,80,185,115,40,105,75
0215,Sneasel,Dark Ice,2,430,55,95,55,35,75,115
0215,Sneasel Hisuian Sneasel,Fighting Poison,2,430,55,95,55,35,75,115
0216,Teddiursa,Normal,2,330,60,80,50,50,50,40
0217,Ursaring,Normal,2,500,90,130,75,75,75,55
0218,Slugma,Fire,2,250,40,40,40,70,40,20
0219,Magcargo,Fire Rock,2,430,60,50,120,90,80,30
0220,Swinub,Ice Ground,2,250,50,50,40,30,30,50
0221,Piloswine,Ice Ground,2,450,100,100,80,60,60,50
0222,Corsola,Water Rock,2,410,65,55,95,65,95,35
0222,Corsola Galarian Corsola,Ghost,2,410,60,55,100,65,100,30
0223,Remoraid,Water,2,300,35,65,35,65,35,65
0224,Octillery,Water,2,480,75,105,75,105,75,45
0225,Delibird,Ice Flying,2,330,45,55,45,65,45,75
0226,Mantine,Water Flying,2,485,85,40,70,80,140,70
0227,Skarmory,Steel Flying,2,465,65,80,140,40,70,70
0228,Houndour,Dark Fire,2,330,45,60,30,80,50,65
0229,Houndoom,Dark Fire,2,500,75,90,50,110,80,95
0229,Houndoom Mega Houndoom,Dark Fire,2,600,75,90,90,140,90,115
0230,Kingdra,Water Dragon,2,540,75,95,95,95,95,85
0231,Phanpy,Ground,2,330,90,60,60,40,40,40
0232,Donphan,Ground,2,500,90,120,120,60,60,50
0233,Porygon2,Normal,2,515,85,80,90,105,95,60
0234,Stantler,Normal,2,465,73,95,62,85,65,85
0235,Smeargle,Normal,2,250,55,20,35,20,45,75
0236,Tyrogue,Fighting,2,210,35,35,35,35,35,35
0237,Hitmontop,Fighting,2,455,50,95,95,35,110,70
0238,Smoochum,Ice Psychic,2,305,45,30,15,85,65,65
0239,Elekid,Electric,2,360,45,63,37,65,55,95
0240,Magby,Fire,2,365,45,75,37,70,55,83
0241,Miltank,Normal,2,490,95,80,105,40,70,100
0242,Blissey,Normal,2,540,255,10,10,75,135,55
0243,Raikou,Electric,2,580,90,85,75,115,100,115
0244,Entei,Fire,2,580,115,115,85,90,75,100
0245,Suicune,Water,2,580,100,75,115,90,115,85
0246,Larvitar,Rock Ground,2,300,50,64,50,45,50,41
0247,Pupitar,Rock Ground,2,410,70,84,70,65,70,51
0248,Tyranitar,Rock Dark,2,600,100,134,110,95,100,61
0248,Tyranitar Mega Tyranitar,Rock Dark,2,700,100,164,150,95,120,71
0249,Lugia,Psychic Flying,2,680,106,90,130,90,154,110
0250,Ho-oh,Fire Flying,2,680,106,130,90,110,154,90
0251,Celebi,Psychic Grass,2,600,100,100,100,100,100,100
