Dex,Name,Type,Generation,Total,HP,Attack,Defense,SpAtk,SpDef,Speed
0699,Aurorus,Rock Ice,6,521,123,77,72,99,92,58
0700,Sylveon,Fairy,6,525,95,65,65,110,130,60
0701,Hawlucha,Fighting Flying,6,500,78,92,75,74,63,118
0701,Hawlucha Mega Hawlucha,Fighting Flying,6,600,78,137,100,74,93,118
0702,Dedenne,Electric Fairy,6,431,67,58,57,81,67,101
0703,Carbink,Rock Fairy,6,500,50,50,150,50,150,50
0704,Goomy,Dragon,6,300,45,50,35,55,75,40
0705,Sliggoo,Dragon,6,452,68,75,53,83,113,60
0705,Sliggoo Hisuian Sliggoo,Steel Dragon,6,452,58,75,83,83,113,40
0706,Goodra,Dragon,6,600,90,100,70,110,150,80
0706,Goodra Hisuian Goodra,Steel Dragon,6,600,80,100,100,110,150,60
0707,Klefki,Steel Fairy,6,470,57,80,91,80,87,75
0708,Phantump,Ghost Grass,6,309,43,70,48,50,60,38
0709,Trevenant,Ghost Grass,6,474,85,110,76,65,82,56
0710,Pumpkaboo Average Size,Ghost Grass,6,335,49,66,70,44,55,51
0710,Pumpkaboo Small Size,Ghost Grass,6,335,44,66,70,44,55,56
0710,Pumpkaboo Large Size,Ghost Grass,6,335,54,66,70,44,55,46
0710,Pumpkaboo Super Size,Ghost Grass,6,335,59,66,70,44,55,41
0711,Gourgeist Average Size,Ghost Grass,6,494,65,90,122,58,75,84
0711,Gourgeist Small Size,Ghost Grass,6,494,55,85,122,58,75,99
0711,Gourgeist Large Size,Ghost Grass,6,494,75,95,122,58,75,69
0711,Gourgeist Super Size,Ghost Grass,6,494,85,100,122,58,75,54
0712,Bergmite,Ice,6,304,55,69,85,32,35,28
0713,Avalugg,Ice,6,514,95,117,184,44,46,28
0713,Avalugg Hisuian Avalugg,Ice Rock,6,514,95,127,184,34,36,38
0714,Noibat,Flying Dragon,6,245,40,30,35,45,40,55
0715,Noivern,Flying Dragon,6,535,85,70,80,97,80,123
0716,Xerneas,Fairy,6,680,126,131,95,131,98,99
0717,Yveltal,Dark Flying,6,680,126,131,95,131,98,99
0718,Zygarde 50% Forme,Dragon Ground,6,600,108,100,121,81,95,95
0718,Zygarde 10% Forme,Dragon Ground,6,486,54,100,71,61,85,115
0718,Zygarde Complete Forme,Dragon Ground,6,708,216,100,121,91,95,85
0719,Diancie,Rock Fairy,6,600,50,100,150,100,150,50
0719,Diancie Mega Diancie,Rock Fairy,6,700,50,160,110,160,110,110
0720,Hoopa Hoopa Confined,Psychic Ghost,6,600,80,110,60,150,130,70
0720,Hoopa Hoopa Unbound,Psychic Dark,6,680,80,160,60,170,130,80
0721,Volcanion,Fire Water,6,600,80,110,120,130,90,70
