Dex,Name,Type,Generation,Total,HP,Attack,Defense,SpAtk,SpDef,Speed
0997,Arctibax,Dragon Ice,9,423,90,95,66,45,65,62
0998,Baxcalibur,Dragon Ice,9,600,115,145,92,75,86,87
0999,Gimmighoul Chest Form,Ghost,9,300,45,30,70,75,70,10
0999,Gimmighoul Roaming Form,Ghost,9,300,45,30,25,75,45,80
1000,Gholdengo,Steel Ghost,9,550,87,60,95,133,91,84
1001,Wo-Chien,Dark Grass,9,570,85,85,100,95,135,70
1002,Chien-Pao,Dark Ice,9,570,80,120,80,90,65,135
1003,Ting-Lu,Dark Ground,9,570,155,110,125,55,80,45
1004,Chi-Yu,Dark Fire,9,570,55,80,80,135,120,100
1005,Roaring Moon,Dragon Dark,9,590,105,139,71,55,101,119
1006,Iron Valiant,Fairy Fighting,9,590,74,130,90,120,60,116
1007,Koraidon,Fighting Dragon,9,670,100,135,115,85,100,135
1008,Miraidon,Electric Dragon,9,670,100,85,100,135,115,135
1009,Walking Wake,Water Dragon,9,590,99,83,91,125,83,109
1010,Iron Leaves,Grass Psychic,9,590,90,130,88,70,108,104
1011,Dipplin,Grass Dragon,9,485,80,80,110,95,80,40
1012,Poltchageist,Grass Ghost,9,308,40,45,45,74,54,50
1013,Sinistcha,Grass Ghost,9,508,71,60,106,121,80,70
1014,Okidogi,Poison Fighting,9,555,88,128,115,58,86,80
1015,Munkidori,Poison Psychic,9,555,88,75,66,130,90,106
1016,Fezandipiti,Poison Fairy,9,555,88,91,82,70,125,99
1017,Ogerpon Teal Mask,Grass,9,550,80,120,84,60,96,110
1017,Ogerpon Wellspring Mask,Grass Water,9,550,80,120,84,60,96,110
1017,Ogerpon Hearthflame Mask,Grass Fire,9,550,80,120,84,60,96,110
1017,Ogerpon Cornerstone Mask,Grass Rock,9,550,80,120,84,60,96,110
1018,Archaludon,Steel Dragon,9,600,90,105,130,125,65,85
1019,Hydrapple,Grass Dragon,9,540,106,80,110,120,80,44
1020,Gouging Fire,Fire Dragon,9,590,105,115,121,65,93,91
1021,Raging Bolt,Electric Dragon,9,590,125,73,91,137,89,75
1022,Iron Boulder,Rock Psychic,9,590,90,120,80,68,108,124
1023,Iron Crown,Steel Psychic,9,590,90,72,100,122,108,98
1024,Terapagos Normal Form,Normal,9,450,90,65,85,65,85,60
1024,Terapagos Terastal Form,Normal,9,600,95,95,110,105,110,85
1024,Terapagos Stellar Form,Normal,9,700,160,105,110,130,110,85
1025,Pecharunt,Poison Ghost,9,600,88,88,160,88,88,88
